HpGP-ARG-001	100.00	1	1	S1	1163743	                    Helicobacter pylori HUP-B14
HpGP-ARG-002	100.00	1	1	S1	1426844	                    Helicobacter pylori NY40
HpGP-ARG-003	100.00	1	1	S1	765962	                    Helicobacter pylori SJM180
HpGP-ARG-004	100.00	1	1	S1	1163743	                    Helicobacter pylori HUP-B14
HpGP-ARG-005	100.00	1	1	S1	907239	                    Helicobacter pylori SouthAfrica7
HpGP-ARG-006	100.00	1	1	S1	907239	                    Helicobacter pylori SouthAfrica7
HpGP-ARG-007	100.00	1	1	S1	1321939	                    Helicobacter pylori UM037
HpGP-ARG-008	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-ARG-009	100.00	1	1	S1	102608	                    Helicobacter pylori F32
HpGP-ARG-010	100.00	1	1	S1	102608	                    Helicobacter pylori F32
HpGP-BGD-001	100.00	1	1	S1	1055530	                    Helicobacter pylori SNT49
HpGP-BGD-002	100.00	1	1	S1	1055530	                    Helicobacter pylori SNT49
HpGP-BGD-003	100.00	1	1	S1	907238	                    Helicobacter pylori India7
HpGP-BGD-004	100.00	1	1	S1	1321939	                    Helicobacter pylori UM037
HpGP-BGD-005	100.00	1	1	S1	1321939	                    Helicobacter pylori UM037
HpGP-BGD-006	100.00	1	1	S1	907238	                    Helicobacter pylori India7
HpGP-BGD-007	100.00	1	1	S1	1321939	                    Helicobacter pylori UM037
HpGP-BGD-008	100.00	1	1	S1	1055530	                    Helicobacter pylori SNT49
HpGP-BGD-009	100.00	1	1	S1	1321939	                    Helicobacter pylori UM037
HpGP-BGD-010	100.00	1	1	S1	907238	                    Helicobacter pylori India7
HpGP-BGR-001	100.00	1	1	S1	1163743	                    Helicobacter pylori HUP-B14
HpGP-BGR-003	100.00	1	1	S1	907237	                    Helicobacter pylori Lithuania75
HpGP-BGR-004	100.00	1	1	S1	592205	                    Helicobacter pylori B38
HpGP-BGR-005	100.00	1	1	S1	907237	                    Helicobacter pylori Lithuania75
HpGP-BGR-006	100.00	1	1	S1	907237	                    Helicobacter pylori Lithuania75
HpGP-BGR-007	100.00	1	1	S1	907237	                    Helicobacter pylori Lithuania75
HpGP-BGR-008	100.00	1	1	S1	907237	                    Helicobacter pylori Lithuania75
HpGP-BGR-010	100.00	1	1	S1	907237	                    Helicobacter pylori Lithuania75
HpGP-BRA-001	100.00	1	1	S2	985080	                      Helicobacter pylori 2018
HpGP-BRA-002	100.00	1	1	S1	1163742	                    Helicobacter pylori PeCan18
HpGP-BRA-003	100.00	1	1	S1	592205	                    Helicobacter pylori B38
HpGP-BRA-004	100.00	1	1	S1	1163743	                    Helicobacter pylori HUP-B14
HpGP-BRA-005	100.00	1	1	S2	985080	                      Helicobacter pylori 2018
HpGP-BRA-006	100.00	1	1	S1	1426844	                    Helicobacter pylori NY40
HpGP-BRA-007	100.00	1	1	S1	907239	                    Helicobacter pylori SouthAfrica7
HpGP-BRA-008	100.00	1	1	S1	1426844	                    Helicobacter pylori NY40
HpGP-BRA-009	100.00	1	1	S1	592205	                    Helicobacter pylori B38
HpGP-BRA-010	100.00	1	1	S1	907240	                    Helicobacter pylori Gambia94/24
HpGP-BRA-012	100.00	1	1	S1	1248725	                    Helicobacter pylori OK113
HpGP-BRA-013	100.00	1	1	S2	985080	                      Helicobacter pylori 2018
HpGP-BRA-014	100.00	1	1	S2	985080	                      Helicobacter pylori 2018
HpGP-BRA-015	100.00	1	1	S1	907237	                    Helicobacter pylori Lithuania75
HpGP-BRA-017	100.00	1	1	S1	765962	                    Helicobacter pylori SJM180
HpGP-BRA-018	100.00	1	1	S2	985080	                      Helicobacter pylori 2018
HpGP-BRA-019	100.00	1	1	S1	907240	                    Helicobacter pylori Gambia94/24
HpGP-BRA-020	100.00	1	1	S1	907239	                    Helicobacter pylori SouthAfrica7
HpGP-BRA-022	100.00	1	1	S1	907239	                    Helicobacter pylori SouthAfrica7
HpGP-BRA-023	100.00	1	1	S1	907240	                    Helicobacter pylori Gambia94/24
HpGP-BRA-025	100.00	1	1	S1	907240	                    Helicobacter pylori Gambia94/24
HpGP-CAN-001	100.00	1	1	S1	1055531	                    Helicobacter pylori Aklavik117
HpGP-CAN-002	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-CAN-004	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-CAN-006	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-CAN-007	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-CAN-008	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-CAN-010	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-CAN-011	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-CAN-012	100.00	1	1	S1	907240	                    Helicobacter pylori Gambia94/24
HpGP-CAN-014	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-CAN-015	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-CAN-016	100.00	1	1	S1	1055532	                    Helicobacter pylori Aklavik86
HpGP-CAN-017	100.00	1	1	S1	1055531	                    Helicobacter pylori Aklavik117
